Date,num
16/1/04,96
30/12/03,64
16/12/03,87
1/12/03,78
16/11/03,68
1/11/03,47
16/10/03,03
1/10/03,43
16/9/03,53
1/9/03,92
16/8/03,00
1/8/03,91
16/7/03,75
1/7/03,91
16/6/03,29
1/6/03,36
16/5/03,20
2/5/03,12
16/4/03,21
1/4/03,86
16/3/03,64
1/3/03,42
16/2/03,61
1/2/03,94
16/1/03,06
30/12/02,95
16/12/02,67
1/12/02,37
16/11/02,55
1/11/02,25
16/10/02,51
1/10/02,72
16/9/02,85
1/9/02,51
16/8/02,57
1/8/02,88
16/7/02,69
1/7/02,24
16/6/02,07
1/6/02,02
16/5/02,76
2/5/02,56
16/4/02,37
1/4/02,57
16/3/02,04
1/3/02,55
16/2/02,92
1/2/02,40
16/1/02,14
30/12/01,64
16/12/01,19
1/12/01,49
16/11/01,74
1/11/01,52
16/10/01,48
1/10/01,15
16/9/01,82
1/9/01,14
16/8/01,10
1/8/01,11
16/7/01,50
1/7/01,34
16/6/01,75
1/6/01,80
16/5/01,61
2/5/01,64
16/4/01,28
1/4/01,49
16/3/01,45
1/3/01,85
16/2/01,47
1/2/01,13
16/1/01,36
30/12/00,31
16/12/00,91
1/12/00,56
16/11/00,10
1/11/00,90
16/10/00,39
1/10/00,26
16/9/00,05
1/9/00,52
