Date,num
25/12/19,9619
18/12/19,0151
11/12/19,9941
4/12/19,4959
27/11/19,0560
20/11/19,0880
13/11/19,8965
6/11/19,4125
30/10/19,1448
23/10/19,6880
16/10/19,3262
9/10/19,3223
2/10/19,7482
25/9/19,9875
18/9/19,1720
11/9/19,4501
4/9/19,3113
28/8/19,1632
21/8/19,5839
14/8/19,5830
7/8/19,6448
24/7/19,1660
17/7/19,6901
3/7/19,5406
26/6/19,1811
19/6/19,6953
12/6/19,4014
5/6/19,1208
29/5/19,5902
22/5/19,5098
15/5/19,8716
8/5/19,4087
2/5/19,2896
24/4/19,4670
19/4/19,9587
10/4/19,9988
3/4/19,2013
20/3/19,9138
13/3/19,9180
6/3/19,7722
27/2/19,2777
20/2/19,6965
13/2/19,4182
6/2/19,4343
30/1/19,6006
23/1/19,9204
16/1/19,9967
9/1/19,9132
2/1/19,4022
26/12/18,4380
19/12/18,9938
12/12/18,4085
5/12/18,1104
28/11/18,9874
21/11/18,1732
14/11/18,0530
7/11/18,1252
31/10/18,3673
24/10/18,1495
17/10/18,6455
10/10/18,1427
3/10/18,1323
26/9/18,1676
19/9/18,3515
12/9/18,4455
5/9/18,8461
29/8/18,4787
22/8/18,8046
15/8/18,9766
8/8/18,0762
1/8/18,2277
25/7/18,9492
18/7/18,7729
11/7/18,1196
4/7/18,8767
27/6/18,9520
20/6/18,4445
13/6/18,7980
6/6/18,7375
30/5/18,1445
23/5/18,7654
16/5/18,5653
9/5/18,7971
2/5/18,4024
25/4/18,7249
18/4/18,8101
11/4/18,7384
4/4/18,6233
28/3/18,6728
22/3/18,2222
21/3/18,0483
14/3/18,6328
7/3/18,3860
28/2/18,1153
21/2/18,8362
14/2/18,9843
7/2/18,1458
31/1/18,7537
24/1/18,6800
17/1/18,1474
10/1/18,1912
3/1/18,5821
27/12/17,9874
20/12/17,0645
13/12/17,7574
6/12/17,8166
29/11/17,0114
22/11/17,5303
15/11/17,6051
8/11/17,1266
1/11/17,8929
25/10/17,5610
18/10/17,1706
11/10/17,7259
4/10/17,2547
27/9/17,2679
20/9/17,4575
13/9/17,2450
6/9/17,5487
30/8/17,5177
24/8/17,5432
21/8/17,6601
17/8/17,4640
14/8/17,0071
10/8/17,2676
7/8/17,2840
3/8/17,0824
31/7/17,3143
27/7/17,0007
24/7/17,0700
20/7/17,3304
17/7/17,4943
13/7/17,6493
10/7/17,7205
6/7/17,6806
3/7/17,8398
29/6/17,9397
26/6/17,9651
22/6/17,0494
19/6/17,9002
15/6/17,1601
12/6/17,7001
8/6/17,2921
5/6/17,1471
1/6/17,4700
29/5/17,1811
25/5/17,0476
22/5/17,6713
18/5/17,9253
15/5/17,0001
11/5/17,9736
8/5/17,5782
4/5/17,1926
2/5/17,9975
27/4/17,3289
24/4/17,0848
20/4/17,4273
10/4/17,5305
6/4/17,8607
3/4/17,6016
30/3/17,0675
27/3/17,8467
23/3/17,1949
20/3/17,5494
16/3/17,8379
13/3/17,3199
9/3/17,2652
6/3/17,4700
2/3/17,1991
27/2/17,3278
16/2/17,7470
20/2/17,1769
16/2/17,8760
13/2/17,0349
9/2/17,9415
6/2/17,0610
2/2/17,7359
30/1/17,1188
26/1/17,9007
23/1/17,8017
19/1/17,8018
18/1/17,8873
16/1/17,8540
9/1/17,8758
5/1/17,2030
3/1/17,0600
29/12/16,6904
26/12/16,6741
22/12/16,8593
19/12/16,3926
15/12/16,8692
12/12/16,3465
8/12/16,9541
5/12/16,7428
1/12/16,2790
28/11/16,5125
24/11/16,2145
21/11/16,8147
17/11/16,5157
14/11/16,4527
10/11/16,7314
7/11/16,2202
3/11/16,3694
31/10/16,7665
28/10/16,0029
27/10/16,3535
26/10/16,0699
24/10/16,8752
21/10/16,2248
19/10/16,0224
14/10/16,7509
12/10/16,0358
10/10/16,0662
7/10/16,3800
5/10/16,0154
3/10/16,7069
30/9/16,0589
29/9/16,4004
28/9/16,0106
26/9/16,2070
23/9/16,2860
22/9/16,0314
21/9/16,0146
19/9/16,1297
16/9/16,2752
14/9/16,0892
12/9/16,3534
5/9/16,2691
2/9/16,1078
31/8/16,0322
29/8/16,4806
26/8/16,8931
24/8/16,0027
22/8/16,4120
19/8/16,8773
10/8/16,0531
15/8/16,8076
12/8/16,6009
10/8/16,0354
8/8/16,4462
5/8/16,7867
3/8/16,0258
1/8/16,3826
29/7/16,0796
27/7/16,0471
25/7/16,2989
22/7/16,2726
20/7/16,0101
18/7/16,0472
15/7/16,3718
13/7/16,0999
11/7/16,1354
8/7/16,8823
6/7/16,0996
4/7/16,7884
1/7/16,4264
29/6/16,0368
27/6/16,0702
24/6/16,8889
22/6/16,0842
20/6/16,1101
17/6/16,8484
15/6/16,0149
13/6/16,7735
10/6/16,2337
8/6/16,0582
7/6/16,1536
6/6/16,2365
3/6/16,4738
1/6/16,0970
30/5/16,1392
27/5/16,9370
25/5/16,0691
23/5/16,0650
20/5/16,2027
18/5/16,0075
17/5/16,2148
16/5/16,0175
13/5/16,3382
11/5/16,0370
9/5/16,3820
6/5/16,3402
4/5/16,0719
3/5/16,0097
29/4/16,0800
27/4/16,0990
25/4/16,2841
22/4/16,6461
20/4/16,0868
18/4/16,2470
11/4/16,5718
8/4/16,8024
6/4/16,0773
4/4/16,9588
1/4/16,5990
30/3/16,0471
28/3/16,4496
25/3/16,8522
23/3/16,0362
21/3/16,6054
18/3/16,2902
16/3/16,0507
14/3/16,1308
9/3/16,0775
7/3/16,5170
4/3/16,1556
2/3/16,0184
29/2/16,7511
26/2/16,2277
24/2/16,0002
22/2/16,4739
19/2/16,4503
17/2/16,0648
15/2/16,2165
12/2/16,4287
10/2/16,0659
8/2/16,1433
5/2/16,5539
3/2/16,0182
1/2/16,8424
29/1/16,5134
27/1/16,0410
25/1/16,5999
22/1/16,3663
20/1/16,0939
18/1/16,1212
15/1/16,0884
13/1/16,1697
11/1/16,7214
8/1/16,9475
6/1/16,0043
5/1/16,0535
4/1/16,4458
30/12/15,0922
28/12/15,8363
25/12/15,2997
23/12/15,0688
21/12/15,1570
18/12/15,7906
14/12/15,0960
11/12/15,2385
9/12/15,0361
7/12/15,8860
4/12/15,8999
30/11/15,1352
27/11/15,0533
23/11/15,9206
18/11/15,0334
13/11/15,9764
9/11/15,2003
6/11/15,2494
27/10/15,9705
23/10/15,3019
16/10/15,1875
13/10/15,3606
9/10/15,6721
2/10/15,3567
29/9/15,0267
25/9/15,9367
22/9/15,6676
18/9/15,7734
15/9/15,2460
8/9/15,9828
4/9/15,3944
1/9/15,0243
28/8/15,5394
25/8/15,8319
21/8/15,4052
18/8/15,4290
14/8/15,9069
11/8/15,5867
7/8/15,1344
4/8/15,8486
31/7/15,6589
28/7/15,3721
24/7/15,0992
21/7/15,8527
17/7/15,3132
14/7/15,8522
10/7/15,7677
7/7/15,4473
3/7/15,5473
30/6/15,7810
26/6/15,3111
23/6/15,5870
19/6/15,0001
16/6/15,6969
12/6/15,5172
9/6/15,1586
5/6/15,5639
2/6/15,0763
29/5/15,3847
26/5/15,9211
22/5/15,6339
19/5/15,0914
15/5/15,3690
12/5/15,4997
8/5/15,1648
6/5/15,9920
4/5/15,4838
29/4/15,9739
27/4/15,5245
24/4/15,0664
22/4/15,9651
20/4/15,1985
10/4/15,9770
7/4/15,9065
3/4/15,5282
31/3/15,6078
27/3/15,3186
24/3/15,1917
20/3/15,5325
17/3/15,9790
13/3/15,3333
10/3/15,3322
6/3/15,1475
3/3/15,4378
27/2/15,6517
24/2/15,7589
20/2/15,7041
17/2/15,3158
13/2/15,6930
3/2/15,9610
30/1/15,3275
27/1/15,6095
23/1/15,5401
20/1/15,1141
16/1/15,3267
15/1/15,9419
6/1/15,5141
23/12/14,6162
19/12/14,3168
11/11/14,6291
31/10/14,9756
28/10/14,2036
9/9/14,2512
5/9/14,4643
2/9/14,9354
29/8/14,4478
26/8/14,9506
22/8/14,6742
15/8/14,2121
12/8/14,1201
8/8/14,5021
5/8/14,7230
29/7/14,5013
